location,price,area,rooms,floor,total_floors,year,parking,state,furnished,market
"Przyjaźni, Klecina, Wrocław, dolnośląskie",500 200 zł,"36,61 m²",2,parter,8,2026,w garażu podziemnym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Rychtalska, Ołbin, Wrocław, dolnośląskie",988 190 zł,"74,30 m²",4,5,7,2024,w garażu podziemnym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Zatorska, Zakrzów, Wrocław, dolnośląskie",749 000 zł,"59,81 m²",3,2,4,2023,możliwość wykupienia,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Partynice, Wrocław, dolnośląskie",574 901 zł,"33,13 m²",2,7,8,2025,w garażu podziemnym,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Racławicka, Krzyki, Wrocław, dolnośląskie",616 040 zł,46 m²,2,1,4,2024,w garażu podziemnym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Nefrytowa, Krzyki, Wrocław, dolnośląskie",673 318 zł,"58,17 m²",3,1,2,2023,parking publiczny / na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Inowrocławska, Wrocław, dolnośląskie",990 000 zł,"63,60 m²",3,3,7,2008,tak,wysoki standard,Nie,wtórny
"Jedności Narodowej, Śródmieście, Wrocław, dolnośląskie",588 720 zł,45 m²,2,4,8,2024,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Krzyki, Wrocław, dolnośląskie",799 999 zł,"81,91 m²",4,2,3,-,w garażu podziemnym,-,Nie,wtórny
"Żeromskiego, Śródmieście, Wrocław, dolnośląskie",740 000 zł,"84,26 m²",3,parter,4,1945,parking publiczny / na ulicy,do odświeżenia,Tak,wtórny
"Barlickiego, Wrocław, dolnośląskie",1 150 000 zł,103 m²,4,parter,4,-,przynależne na ulicy,bardzo dobry,Tak,wtórny
"Buforowa, Jagodno, Wrocław, dolnośląskie",1 036 728 zł,"89,76 m²",5,parter,1,2024,przynależne na terenie ogrodzonym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Lawendowa, Lipa Piotrowska, Wrocław, dolnośląskie",600 000 zł,"60,20 m²",3,parter,3,2023,tak,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Sikorskiego, Stare Miasto, Wrocław, dolnośląskie",870 000 zł,46 m²,2,6,17,2018,w garażu podziemnym,-,Nie,wtórny
"Lelewela, Stare Miasto, Wrocław, dolnośląskie",498 000 zł,"28,08 m²",1,1,5,2024,-,deweloperski,Nie,wtórny
"Podolska, Wrocław, dolnośląskie",698 999 zł,"55,08 m²",3,2,2,2012,garaż wolnostojący,bardzo dobry,Tak,wtórny
"Krzyki, Wrocław, dolnośląskie",589 284 zł,"37,17 m²",2,parter,8,2026,garaż wolnostojący,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Bajana, Gądów Mały, Wrocław, dolnośląskie",680 000 zł,"63,80 m²",3,1,8,-,-,do remontu,Nie,wtórny
"Kamieńskiego, Poświętne, Wrocław, dolnośląskie",591 339 zł,"45,79 m²",2,3,3,2023,w garażu podziemnym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Ładna, Plac Grunwaldzki, Wrocław, dolnośląskie",900 000 zł,"71,61 m²",3,1,4,1947,parking publiczny / na ulicy,dobry,Tak,wtórny
"Krzyki, Wrocław, dolnośląskie",476 661 zł,"40,81 m²",1,1,2,2022,parking publiczny / na ulicy,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Szczepin, Wrocław, dolnośląskie",1 030 568 zł,"52,58 m²",3,9,23,2024,w garażu podziemnym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Borek, Wrocław, dolnośląskie",465 000 zł,"38,35 m²",2,4,4,1974,parking publiczny / na ulicy,do odświeżenia,Nie,wtórny
"Stare Miasto, Wrocław, dolnośląskie",2 088 000 zł,116 m²,4,9,10,2021,w garażu podziemnym,bardzo dobry,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Janickiego, Stare Miasto, Wrocław, dolnośląskie",689 265 zł,"26,01 m²",1,1,4,2023,w garażu podziemnym,-,Nie,wtórny
"Jedności Narodowej, Śródmieście, Wrocław, dolnośląskie",1 198 800 zł,"75,48 m²",4,5,5,2021,tak,do wykończenia,Nie,wtórny
"Krzyki, Wrocław, dolnośląskie",641 616 zł,"56,53 m²",3,1,3,2024,parking publiczny / na ulicy,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Wrocław, dolnośląskie",389 995 zł,27 m²,1,-,,1984,-,wysoki standard,Tak,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Wrocław, dolnośląskie",744 192 zł,"72,96 m²",4,1,3,2024,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Zakrzów, Wrocław, dolnośląskie",719 000 zł,"63,82 m²",3,parter,4,2021,przynależne na ulicy,bardzo dobry,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Kępa Mieszczańska, Wrocław, dolnośląskie",689 503 zł,"38,90 m²",1,6,6,-,parking publiczny / na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Stare Miasto, Wrocław, dolnośląskie",949 000 zł,60 m²,3,4,4,2021,garaż wolnostojący,bardzo dobry,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Hutnicza, Pilczyce, Wrocław, dolnośląskie",549 999 zł,44 m²,2,parter,2,1950,-,dobry,Tak,wtórny
"Kolumba, Psie Pole, Wrocław, dolnośląskie",979 000 zł,66 m²,3,1,4,2013,parking strzeżony w pobliżu,wysoki standard,Tak,wtórny
"Czysta, Stare Miasto, Wrocław, dolnośląskie",808 450 zł,"41,85 m²",2,3,6,-,parking publiczny / na ulicy,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Opolska, Księże Małe, Wrocław, dolnośląskie",520 509 zł,"46,61 m²",2,parter,2,2025,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Czarnieckiego, Szczepin, Wrocław, dolnośląskie",699 000 zł,"63,40 m²",4,4,4,1970,parking publiczny / na ulicy,dobry,Tak,wtórny
"Księże Małe, Wrocław, dolnośląskie",661 300 zł,"59,70 m²",2,parter,3,2024,przynależne na terenie ogrodzonym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Herbsta, Psie Pole, Wrocław, dolnośląskie",549 000 zł,"44,08 m²",2,1,5,-,przynależne na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Janickiego, Stare Miasto, Wrocław, dolnośląskie",1 005 675 zł,"38,68 m²",2,3,4,2023,parking publiczny / na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Legnicka, Fabryczna, Wrocław, dolnośląskie",875 000 zł,"81,70 m²",3,2,7,1993,parking publiczny / na ulicy,bardzo dobry,Tak,wtórny
"Nadodrze, Wrocław, dolnośląskie",8 700 000 zł,300 m²,10,9,9,-,-,-,Nie,wtórny
"Traugutta, Wrocław, dolnośląskie",890 000 zł,"41,83 m²",2,6,6,2021,-,wysoki standard,Tak,wtórny
"Gumińskiej, Zakrzów, Wrocław, dolnośląskie",499 900 zł,"38,80 m²",2,2,4,2023,parking strzeżony w pobliżu,deweloperski,Nie,wtórny
"Przyjaźni, Klecina, Wrocław, dolnośląskie",2 797 000 zł,420 m²,6,3,3,2010,w garażu podziemnym,nowe wykończone,Nie,wtórny
"Przedmieście Świdnickie, Wrocław, dolnośląskie",601 600 zł,"31,44 m²",1,parter,6,2024,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Oporów, Wrocław, dolnośląskie",533 718 zł,"37,90 m²",2,parter,3,2025,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Stare Miasto, Wrocław, dolnośląskie",619 000 zł,"56,05 m²",2,parter,4,2020,w garażu podziemnym,bardzo dobry,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Racławicka, Krzyki, Wrocław, dolnośląskie",761 960 zł,"58,50 m²",3,2,5,2024,parking publiczny / na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Stalowa, Grabiszyn, Wrocław, dolnośląskie",479 000 zł,"44,20 m²",3,3,4,1960,parking publiczny / na ulicy,do remontu,Nie,wtórny
"Psie  Pole, Wrocław, dolnośląskie",849 000 zł,"69,37 m²",4,2,4,2023,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Jaracza, Ołbin, Wrocław, dolnośląskie",629 000 zł,"57,69 m²",3,2,4,1950,parking publiczny / na ulicy,do remontu,Nie,wtórny
"Odolanowska, Zakrzów, Wrocław, dolnośląskie",939 000 zł,"77,38 m²",4,parter,4,2023,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Śródmieście, Wrocław, dolnośląskie",1 000 000 zł,"66,98 m²",3,4,6,2024,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Konduktorska, Krzyki, Wrocław, dolnośląskie",1 160 465 zł,"97,11 m²",6,1,1,2025,przynależne na terenie ogrodzonym,do wykończenia,Nie,wtórny
"Herbsta, Sołtysowice, Wrocław, dolnośląskie",894 801 zł,"73,02 m²",4,2,5,2025,parking publiczny / na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Sołtysowicka, Sołtysowice, Wrocław, dolnośląskie",729 000 zł,"60,30 m²",3,1,5,2025,w garażu podziemnym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Czarnieckiego, Stare Miasto, Wrocław, dolnośląskie",707 000 zł,"62,30 m²",3,6,15,1980,-,wysoki standard,Nie,wtórny
"Komornicka, Fabryczna, Wrocław, dolnośląskie",854 064 zł,"94,78 m²",5,parter,1,2024,parking publiczny / na ulicy,wysoki standard,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Stare Miasto, Wrocław, dolnośląskie",1 294 000 zł,"92,34 m²",4,2,9,2023,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Nefrytowa, Krzyk, Wrocław, dolnośląskie",515 075 zł,"43,32 m²",2,1,2,2023,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Grabiszyn, Wrocław, dolnośląskie",465 000 zł,"38,35 m²",2,4,4,1974,-,wysoki standard,Nie,wtórny
"Nowy Świat, Wrocław, dolnośląskie",599 000 zł,38 m²,2,parter,4,1970,-,-,Nie,wtórny
"Herbsta, Sołtysowice, Wrocław, dolnośląskie",745 835 zł,"60,30 m²",3,1,5,2025,możliwość wykupienia,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Białowieska, Popowice, Wrocław, dolnośląskie",536 000 zł,"38,34 m²",2,8,8,-,parking publiczny / na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Mieszczańska, Kępa Mieszczańska, Wrocław, dolnośląskie",673 200 zł,"40,80 m²",2,1,7,2024,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Stare Miasto, Wrocław, dolnośląskie",864 492 zł,"47,24 m²",2,2,23,2024,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Sztabowa, Borek, Wrocław, dolnośląskie",579 000 zł,48 m²,3,parter,4,1972,parking publiczny / na ulicy,-,Tak,wtórny
"Królewiecka, Maślice, Wrocław, dolnośląskie",724 259 zł,"71,75 m²",5,2,2,2024,przynależne na ulicy,bardzo dobry,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Stare Miasto, Wrocław, dolnośląskie",1 260 861 zł,"70,60 m²",3,3,6,2024,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Długa, Stare Miasto, Wrocław, dolnośląskie",759 000 zł,"49,91 m²",2,4,7,2023,możliwość wykupienia,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Psie  Pole, Wrocław, dolnośląskie",689 000 zł,"50,95 m²",3,4,9,2023,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Sołtysowicka, Psie Pole, Wrocław, dolnośląskie",439 000 zł,"30,50 m²",2,2,5,2023,-,-,Nie,wtórny
"Krzyki, Wrocław, dolnośląskie",885 050 zł,"66,57 m²",3,parter,8,2026,przynależne na ulicy,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Kamieńskiego, Poświętne, Wrocław, dolnośląskie",706 675 zł,"48,02 m²",2,parter,3,2023,w garażu podziemnym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Brochów, Wrocław, dolnośląskie",511 980 zł,54 m²,3,3,3,2025,w garażu podziemnym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Zajączkowska, Psie Pole, Wrocław, dolnośląskie",299 000 zł,50 m²,3,1,1,1910,przynależne na ulicy,bardzo dobry,Tak,wtórny
"Stare Miasto, Wrocław, dolnośląskie",2 444 000 zł,"149,46 m²",5,5,9,2023,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Tolkmicka, Wrocław, dolnośląskie",650 000 zł,"55,50 m²",3,2,2,2001,garaż wolnostojący,nowe wykończone,Nie,wtórny
"Długa, Szczepin, Wrocław, dolnośląskie",699 006 zł,"49,89 m²",2,2,5,-,w garażu podziemnym,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Melisowa, Lipa Piotrowska, Wrocław, dolnośląskie",703 595 zł,"70,43 m²",4,1,2,2024,w garażu podziemnym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Gnieźnieńska, Szczepin, Wrocław, dolnośląskie",634 000 zł,"50,16 m²",1,parter,7,2022,przynależne na ulicy,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Herbsta, Sołtysowice, Wrocław, dolnośląskie",633 997 zł,"46,46 m²",2,5,5,2024,parking publiczny / na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Gaj, Wrocław, dolnośląskie",519 000 zł,"32,42 m²",1,2,7,2022,w garażu podziemnym,bardzo dobry,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Stare Miasto, Wrocław, dolnośląskie",549 000 zł,31 m²,1,1,7,2023,garaż,dobry,Nie,wtórny
"Racławicka, Krzyki, Wrocław, dolnośląskie",1 250 000 zł,"87,98 m²",4,1,3,2016,w garażu podziemnym,bardzo dobry,Tak,wtórny
"Plac Grunwaldzki, Wrocław, dolnośląskie",555 000 zł,36 m²,2,3,6,1989,-,-,Nie,wtórny
"Oficerska, Krzyki, Wrocław, dolnośląskie",668 000 zł,52 m²,3,7,10,1980,parking publiczny / na ulicy,bardzo dobry,Nie,wtórny
"Bierutowska, Psie Pole, Wrocław, dolnośląskie",419 000 zł,35 m²,2,parter,4,2001,-,bardzo dobry,Nie,wtórny
"Ułańska, Ołtaszyn, Wrocław, dolnośląskie",950 000 zł,"81,17 m²",4,parter,2,2024,przynależne na terenie ogrodzonym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Krzyki, Wrocław, dolnośląskie",619 000 zł,48 m²,3,6,11,1980,-,-,Nie,wtórny
"Kleczków, Wrocław, dolnośląskie",876 910 zł,"44,94 m²",2,16,17,-,parking publiczny / na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Krzyki, Wrocław, dolnośląskie",863 575 zł,70 m²,4,1,4,2024,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Brochów, Wrocław, dolnośląskie",431 751 zł,"40,54 m²",2,parter,2,2025,-,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Nefrytowa, Ołtaszyn, Wrocław, dolnośląskie",527 218 zł,"42,38 m²",2,1,2,2023,w garażu podziemnym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Odolanowska, Zakrzów, Wrocław, dolnośląskie",734 000 zł,"63,70 m²",3,3,4,2023,przynależne na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Krzyki, Wrocław, dolnośląskie",618 970 zł,"56,27 m²",3,parter,3,2024,parking publiczny / na ulicy,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Racławicka, Borek, Wrocław, dolnośląskie",1 042 458 zł,"83,90 m²",5,1,4,2023,parking publiczny / na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Stare Miasto, Wrocław, dolnośląskie",923 280 zł,"38,47 m²",2,2,5,2024,w garażu podziemnym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Przedmieście Świdnickie, Wrocław, dolnośląskie",1 128 900 zł,"55,49 m²",3,4,6,2024,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Szczepin, Wrocław, dolnośląskie",780 032 zł,"54,06 m²",3,1,,2024,tak,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Racławicka, Krzyki, Wrocław, dolnośląskie",881 048 zł,67 m²,4,3,5,2024,parking publiczny / na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Grabiszyńska, Wrocław, dolnośląskie",424 900 zł,"25,60 m²",1,parter,4,1940,-,wysoki standard,Nie,wtórny
"Krzyki, Wrocław, dolnośląskie",799 725 zł,"55,80 m²",3,4,8,2026,przynależne na ulicy,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Drabika, Jagodno, Wrocław, dolnośląskie",920 000 zł,"68,40 m²",3,parter,5,2022,w garażu podziemnym,nowe wykończone,Nie,wtórny
"Szczepin, Wrocław, dolnośląskie",709 000 zł,"41,79 m²",2,4,6,2023,przynależne na ulicy,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Sikorskiego, Stare Miasto, Wrocław, dolnośląskie",747 000 zł,"36,05 m²",2,5,17,2014,w garażu podziemnym,wysoki standard,Tak,wtórny
"Gnieźnieńska, Stare Miasto, Wrocław, dolnośląskie",725 300 zł,"49,90 m²",2,4,9,-,przynależne na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Wrocław, dolnośląskie",634 995 zł,"60,01 m²",2,7,8,1992,-,-,Nie,wtórny
"Gwiaździsta, Wrocław, dolnośląskie",4 190 099 zł,"176,51 m²",2,48,51,2012,garaż w bryle budynku,do wykończenia,Nie,wtórny
"Bierutowska, Wrocław, dolnośląskie",399 000 zł,"29,90 m²",1,2,3,2020,-,wysoki standard,Tak,wtórny
"Kamieńskiego, Poświętne, Wrocław, dolnośląskie",720 000 zł,"49,49 m²",2,5,5,2016,parking publiczny / na ulicy,wysoki standard,Nie,wtórny
"Jana Pawła II, Wrocław, dolnośląskie",1 160 000 zł,"43,50 m²",2,2,4,2023,-,deweloperski,Nie,wtórny
"Kutrzeby, Ołtaszyn, Wrocław, dolnośląskie",1 100 000 zł,"119,29 m²",5,1,2,2024,garaż,wysoki standard,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Straussa, Wrocław, dolnośląskie",676 000 zł,"48,27 m²",2,2,,2014,-,-,Tak,wtórny
"Krucza, Wrocław, dolnośląskie",645 000 zł,"52,90 m²",3,2,3,1970,przynależne na ulicy,do remontu,Nie,wtórny
"Ołtaszyn, Wrocław, dolnośląskie",950 000 zł,"81,17 m²",4,-,,2024,-,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Sikorskiego, Szczepin, Wrocław, dolnośląskie",1 118 369 zł,"56,77 m²",3,12,23,2024,parking publiczny / na ulicy,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Międzyleska, Tarnogaj, Wrocław, dolnośląskie",528 300 zł,"38,21 m²",2,5,6,-,parking publiczny / na ulicy,-,Nie,wtórny
"Vespucciego, Swojczyce, Wrocław, dolnośląskie",645 000 zł,38 m²,2,2,3,2023,przynależne na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Traugutta, Przedmieście Oławskie, Wrocław, dolnośląskie",1 199 000 zł,"102,72 m²",4,3,4,1900,przynależne na ulicy,bardzo dobry,Nie,wtórny
"Curie-Skłodowskiej, Plac Grunwaldzki, Wrocław, dolnośląskie",680 000 zł,54 m²,3,7,15,1970,parking publiczny / na ulicy,dobry,Nie,wtórny
"Przyjaźni, Krzyki, Wrocław, dolnośląskie",706 400 zł,"49,57 m²",2,4,8,-,garaż wolnostojący,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Krzyki, Wrocław, dolnośląskie",548 175 zł,"41,50 m²",2,2,2,2025,garaż wolnostojący,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Krzyki, Wrocław, dolnośląskie",547 336 zł,"44,14 m²",2,parter,3,2024,parking publiczny / na ulicy,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Jeździecka, Klecina, Wrocław, dolnośląskie",1 225 000 zł,"94,29 m²",3,1,5,2016,w garażu podziemnym,-,Nie,wtórny
"Osobowice, Wrocław, dolnośląskie",1 039 000 zł,"83,37 m²",3,parter,2,-,parking publiczny / na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Kamieńskiego, Poświętne, Wrocław, dolnośląskie",451 225 zł,"32,01 m²",2,2,3,2023,w garażu podziemnym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Karpińskiego, Karłowice, Wrocław, dolnośląskie",830 000 zł,82 m²,4,2,2,1937,przynależne na ulicy,do remontu,Nie,wtórny
"Krzyki, Wrocław, dolnośląskie",1 051 450 zł,81 m²,5,3,4,2025,przynależne na ulicy,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Zelwerowicza, Stare Miasto, Wrocław, dolnośląskie",400 000 zł,"20,35 m²",1,1,5,1930,-,-,Nie,wtórny
"Śremska, Psie  Pole, Wrocław, dolnośląskie",1 039 000 zł,"83,40 m²",3,parter,3,2024,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Stare Miasto, Wrocław, dolnośląskie",689 265 zł,"26,01 m²",1,2,4,2024,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Klimasa, Krzyki, Wrocław, dolnośląskie",669 000 zł,45 m²,2,2,4,2012,parking publiczny / na ulicy,-,Tak,wtórny
"Komuny Paryskiej, Stare Miasto, Wrocław, dolnośląskie",447 226 zł,27 m²,1,3,4,2023,parking publiczny / na ulicy,-,Tak,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Wrocław, dolnośląskie",650 000 zł,"45,70 m²",3,1,4,1980,-,do odświeżenia,Nie,wtórny
"Przyjaźni, Klecina, Wrocław, dolnośląskie",1 187 225 zł,"91,35 m²",5,parter,8,2026,w garażu podziemnym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Lelewela, Stare Miasto, Wrocław, dolnośląskie",976 000 zł,"55,19 m²",2,4,5,2024,-,deweloperski,Nie,wtórny
"Komedy, Jagodno, Wrocław, dolnośląskie",759 000 zł,"63,72 m²",3,1,4,2019,garaż,-,Nie,wtórny
"Jana Pawła II, Stare Miasto, Wrocław, dolnośląskie",1 202 580 zł,"44,54 m²",2,2,5,2023,-,wysoki standard,Nie,wtórny
"Sikorskiego, Stare Miasto, Wrocław, dolnośląskie",1 118 889 zł,"44,40 m²",2,23,23,-,parking publiczny / na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Małopolska, Złotniki, Wrocław, dolnośląskie",644 000 zł,"50,07 m²",2,parter,2,2016,w garażu podziemnym,bardzo dobry,Tak,wtórny
"Racławicka, Krzyki, Wrocław, dolnośląskie",966 770 zł,"69,10 m²",4,4,4,2024,w garażu podziemnym,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Gaj, Wrocław, dolnośląskie",629 000 zł,54 m²,2,3,,2006,-,-,Tak,wtórny
"Krzyki, Wrocław, dolnośląskie",657 950 zł,"52,60 m²",3,parter,3,2025,parking publiczny / na ulicy,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Przyjaźni, Klecina, Wrocław, dolnośląskie",1 088 350 zł,"72,35 m²",4,7,8,2026,w garażu podziemnym,do wykończenia,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Strachowskiego, Ołtaszyn, Wrocław, dolnośląskie",510 000 zł,49 m²,2,1,1,-,przynależne na terenie ogrodzonym,do wykończenia,Tak,wtórny
"Armii Krajowej, Krzyki, Wrocław, dolnośląskie",689 000 zł,46 m²,2,3,3,-,-,-,Nie,wtórny
"Janickiego, Stare Miasto, Wrocław, dolnośląskie",983 059 zł,"37,88 m²",1,3,3,-,w garażu podziemnym,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Karłowice, Wrocław, dolnośląskie",449 000 zł,"30,50 m²",2,2,5,2023,-,do wykończenia,Nie,wtórny
"Stare Miasto, Wrocław, dolnośląskie",399 000 zł,"28,82 m²",1,parter,4,2020,w garażu podziemnym,bardzo dobry,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Odolanowska, Psie Pole, Wrocław, dolnośląskie",849 000 zł,"69,25 m²",4,1,4,-,garaż wolnostojący,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Staszica, Nadodrze, Wrocław, dolnośląskie",590 000 zł,52 m²,2,2,4,-,-,wysoki standard,Tak,wtórny
"Herbsta, Sołtysowice, Wrocław, dolnośląskie",799 000 zł,"63,79 m²",3,4,5,2025,parking publiczny / na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Oporów, Wrocław, dolnośląskie",619 930 zł,"47,41 m²",2,3,3,2025,parking publiczny / na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Stare Miasto, Wrocław, dolnośląskie",595 476 zł,"38,64 m²",1,parter,,2024,w garażu podziemnym,deweloperski,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Wrocław, dolnośląskie",584 298 zł,"59,02 m²",3,2,2,2023,przynależne na ulicy,-,Nie,pierwotny (zobacz inne nowe mieszkania we Wrocławiu)
"Nepalska, Brochów, Wrocław, dolnośląskie",710 000 zł,"55,37 m²",2,2,2,2019,przynależne na terenie ogrodzonym,wysoki standard,Tak,wtórny
